CountyState,Pop,county,state
"Autauga County, Alabama",55869,Autauga,Alabama
"Baldwin County, Alabama",223234,Baldwin,Alabama
"Barbour County, Alabama",24686,Barbour,Alabama
"Bibb County, Alabama",22394,Bibb,Alabama
"Blount County, Alabama",57826,Blount,Alabama
"Bullock County, Alabama",10101,Bullock,Alabama
"Butler County, Alabama",19448,Butler,Alabama
"Calhoun County, Alabama",113605,Calhoun,Alabama
"Chambers County, Alabama",33254,Chambers,Alabama
"Cherokee County, Alabama",26196,Cherokee,Alabama
"Chilton County, Alabama",44428,Chilton,Alabama
"Choctaw County, Alabama",12589,Choctaw,Alabama
"Clarke County, Alabama",23622,Clarke,Alabama
"Clay County, Alabama",13235,Clay,Alabama
"Cleburne County, Alabama",14910,Cleburne,Alabama
"Coffee County, Alabama",52342,Coffee,Alabama
"Colbert County, Alabama",55241,Colbert,Alabama
"Conecuh County, Alabama",12067,Conecuh,Alabama
"Coosa County, Alabama",10663,Coosa,Alabama
"Covington County, Alabama",37049,Covington,Alabama
"Crenshaw County, Alabama",13772,Crenshaw,Alabama
"Cullman County, Alabama",83768,Cullman,Alabama
"Dale County, Alabama",49172,Dale,Alabama
"Dallas County, Alabama",37196,Dallas,Alabama
"DeKalb County, Alabama",71513,DeKalb,Alabama
"Elmore County, Alabama",81209,Elmore,Alabama
"Escambia County, Alabama",36633,Escambia,Alabama
"Etowah County, Alabama",102268,Etowah,Alabama
"Fayette County, Alabama",16302,Fayette,Alabama
"Franklin County, Alabama",31362,Franklin,Alabama
"Geneva County, Alabama",26271,Geneva,Alabama
"Greene County, Alabama",8111,Greene,Alabama
"Hale County, Alabama",14651,Hale,Alabama
"Henry County, Alabama",17205,Henry,Alabama
"Houston County, Alabama",105882,Houston,Alabama
"Jackson County, Alabama",51626,Jackson,Alabama
"Jefferson County, Alabama",658573,Jefferson,Alabama
"Lamar County, Alabama",13805,Lamar,Alabama
"Lauderdale County, Alabama",92729,Lauderdale,Alabama
"Lawrence County, Alabama",32924,Lawrence,Alabama
"Lee County, Alabama",164542,Lee,Alabama
"Limestone County, Alabama",98915,Limestone,Alabama
"Lowndes County, Alabama",9726,Lowndes,Alabama
"Macon County, Alabama",18068,Macon,Alabama
"Madison County, Alabama",372909,Madison,Alabama
"Marengo County, Alabama",18863,Marengo,Alabama
"Marion County, Alabama",29709,Marion,Alabama
"Marshall County, Alabama",96774,Marshall,Alabama
"Mobile County, Alabama",413210,Mobile,Alabama
"Monroe County, Alabama",20733,Monroe,Alabama
"Montgomery County, Alabama",226486,Montgomery,Alabama
"Morgan County, Alabama",119679,Morgan,Alabama
"Perry County, Alabama",8923,Perry,Alabama
"Pickens County, Alabama",19930,Pickens,Alabama
"Pike County, Alabama",33114,Pike,Alabama
"Randolph County, Alabama",22722,Randolph,Alabama
"Russell County, Alabama",57961,Russell,Alabama
"St. Clair County, Alabama",89512,St.Clair,Alabama
"Shelby County, Alabama",217702,Shelby,Alabama
"Sumter County, Alabama",12427,Sumter,Alabama
"Talladega County, Alabama",79978,Talladega,Alabama
"Tallapoosa County, Alabama",40367,Tallapoosa,Alabama
"Tuscaloosa County, Alabama",209355,Tuscaloosa,Alabama
"Walker County, Alabama",63521,Walker,Alabama
"Washington County, Alabama",16326,Washington,Alabama
"Wilcox County, Alabama",10373,Wilcox,Alabama
"Winston County, Alabama",23629,Winston,Alabama
"Aleutians East Borough, Alaska",3337,#VALUE!,Alaska
"Aleutians West Census Area, Alaska",5634,#VALUE!,Alaska
"Anchorage Municipality, Alaska",288000,#VALUE!,Alaska
"Bethel Census Area, Alaska",18386,#VALUE!,Alaska
"Bristol Bay Borough, Alaska",836,#VALUE!,Alaska
"Denali Borough, Alaska",2097,#VALUE!,Alaska
"Dillingham Census Area, Alaska",4916,#VALUE!,Alaska
"Fairbanks North Star Borough, Alaska",96849,#VALUE!,Alaska
"Haines Borough, Alaska",2530,#VALUE!,Alaska
"Hoonah-Angoon Census Area, Alaska",2148,#VALUE!,Alaska
"Juneau City and Borough, Alaska",31974,#VALUE!,Alaska
"Kenai Peninsula Borough, Alaska",58708,#VALUE!,Alaska
"Ketchikan Gateway Borough, Alaska",13901,#VALUE!,Alaska
"Kodiak Island Borough, Alaska",12998,#VALUE!,Alaska
"Kusilvak Census Area, Alaska",8314,#VALUE!,Alaska
"Lake and Peninsula Borough, Alaska",1592,#VALUE!,Alaska
"Matanuska-Susitna Borough, Alaska",108317,#VALUE!,Alaska
"Nome Census Area, Alaska",10004,#VALUE!,Alaska
"North Slope Borough, Alaska",9832,#VALUE!,Alaska
"Northwest Arctic Borough, Alaska",7621,#VALUE!,Alaska
"Petersburg Borough, Alaska",3266,#VALUE!,Alaska
"Prince of Wales-Hyder Census Area, Alaska",6203,#VALUE!,Alaska
"Sitka City and Borough, Alaska",8493,#VALUE!,Alaska
"Skagway Municipality, Alaska",1183,#VALUE!,Alaska
"Southeast Fairbanks Census Area, Alaska",6893,#VALUE!,Alaska
"Valdez-Cordova Census Area, Alaska",9202,#VALUE!,Alaska
"Wrangell City and Borough, Alaska",2502,#VALUE!,Alaska
"Yakutat City and Borough, Alaska",579,#VALUE!,Alaska
"Yukon-Koyukuk Census Area, Alaska",5230,#VALUE!,Alaska
"Apache County, Arizona",71887,Apache,Arizona
"Cochise County, Arizona",125922,Cochise,Arizona
"Coconino County, Arizona",143476,Coconino,Arizona
"Gila County, Arizona",54018,Gila,Arizona
"Graham County, Arizona",38837,Graham,Arizona
"Greenlee County, Arizona",9498,Greenlee,Arizona
"La Paz County, Arizona",21108,LaPaz,Arizona
"Maricopa County, Arizona",4485414,Maricopa,Arizona
"Mohave County, Arizona",212181,Mohave,Arizona
"Navajo County, Arizona",110924,Navajo,Arizona
"Pima County, Arizona",1047279,Pima,Arizona
"Pinal County, Arizona",462789,Pinal,Arizona
"Santa Cruz County, Arizona",46498,SantaCruz,Arizona
"Yavapai County, Arizona",235099,Yavapai,Arizona
"Yuma County, Arizona",213787,Yuma,Arizona
"Arkansas County, Arkansas",17486,Arkansas,Arkansas
"Ashley County, Arkansas",19657,Ashley,Arkansas
"Baxter County, Arkansas",41932,Baxter,Arkansas
"Benton County, Arkansas",279141,Benton,Arkansas
"Boone County, Arkansas",37432,Boone,Arkansas
"Bradley County, Arkansas",10763,Bradley,Arkansas
"Calhoun County, Arkansas",5189,Calhoun,Arkansas
"Carroll County, Arkansas",28380,Carroll,Arkansas
"Chicot County, Arkansas",10118,Chicot,Arkansas
"Clark County, Arkansas",22320,Clark,Arkansas
"Clay County, Arkansas",14551,Clay,Arkansas
"Cleburne County, Arkansas",24919,Cleburne,Arkansas
"Cleveland County, Arkansas",7956,Cleveland,Arkansas
"Columbia County, Arkansas",23457,Columbia,Arkansas
"Conway County, Arkansas",20846,Conway,Arkansas
"Craighead County, Arkansas",110332,Craighead,Arkansas
"Crawford County, Arkansas",63257,Crawford,Arkansas
"Crittenden County, Arkansas",47955,Crittenden,Arkansas
"Cross County, Arkansas",16419,Cross,Arkansas
"Dallas County, Arkansas",7009,Dallas,Arkansas
"Desha County, Arkansas",11361,Desha,Arkansas
"Drew County, Arkansas",18219,Drew,Arkansas
"Faulkner County, Arkansas",126007,Faulkner,Arkansas
"Franklin County, Arkansas",17715,Franklin,Arkansas
"Fulton County, Arkansas",12477,Fulton,Arkansas
"Garland County, Arkansas",99386,Garland,Arkansas
"Grant County, Arkansas",18265,Grant,Arkansas
"Greene County, Arkansas",45325,Greene,Arkansas
"Hempstead County, Arkansas",21532,Hempstead,Arkansas
"Hot Spring County, Arkansas",33771,HotSpring,Arkansas
"Howard County, Arkansas",13202,Howard,Arkansas
"Independence County, Arkansas",37825,Independence,Arkansas
"Izard County, Arkansas",13629,Izard,Arkansas
"Jackson County, Arkansas",16719,Jackson,Arkansas
"Jefferson County, Arkansas",66824,Jefferson,Arkansas
"Johnson County, Arkansas",26578,Johnson,Arkansas
"Lafayette County, Arkansas",6624,Lafayette,Arkansas
"Lawrence County, Arkansas",16406,Lawrence,Arkansas
"Lee County, Arkansas",8857,Lee,Arkansas
"Lincoln County, Arkansas",13024,Lincoln,Arkansas
"Little River County, Arkansas",12259,LittleRiver,Arkansas
"Logan County, Arkansas",21466,Logan,Arkansas
"Lonoke County, Arkansas",73309,Lonoke,Arkansas
"Madison County, Arkansas",16576,Madison,Arkansas
"Marion County, Arkansas",16694,Marion,Arkansas
"Miller County, Arkansas",43257,Miller,Arkansas
"Mississippi County, Arkansas",40651,Mississippi,Arkansas
"Monroe County, Arkansas",6701,Monroe,Arkansas
"Montgomery County, Arkansas",8986,Montgomery,Arkansas
"Nevada County, Arkansas",8252,Nevada,Arkansas
"Newton County, Arkansas",7753,Newton,Arkansas
"Ouachita County, Arkansas",23382,Ouachita,Arkansas
"Perry County, Arkansas",10455,Perry,Arkansas
"Phillips County, Arkansas",17782,Phillips,Arkansas
"Pike County, Arkansas",10718,Pike,Arkansas
"Poinsett County, Arkansas",23528,Poinsett,Arkansas
"Polk County, Arkansas",19964,Polk,Arkansas
"Pope County, Arkansas",64072,Pope,Arkansas
"Prairie County, Arkansas",8062,Prairie,Arkansas
"Pulaski County, Arkansas",391911,Pulaski,Arkansas
"Randolph County, Arkansas",17958,Randolph,Arkansas
"St. Francis County, Arkansas",24994,St.Francis,Arkansas
"Saline County, Arkansas",122437,Saline,Arkansas
"Scott County, Arkansas",10281,Scott,Arkansas
"Searcy County, Arkansas",7881,Searcy,Arkansas
"Sebastian County, Arkansas",127827,Sebastian,Arkansas
"Sevier County, Arkansas",17007,Sevier,Arkansas
"Sharp County, Arkansas",17442,Sharp,Arkansas
"Stone County, Arkansas",12506,Stone,Arkansas
"Union County, Arkansas",38682,Union,Arkansas
"Van Buren County, Arkansas",16545,VanBuren,Arkansas
"Washington County, Arkansas",239187,Washington,Arkansas
"White County, Arkansas",78753,White,Arkansas
"Woodruff County, Arkansas",6320,Woodruff,Arkansas
"Yell County, Arkansas",21341,Yell,Arkansas
"Alameda County, California",1671329,Alameda,California
"Alpine County, California",1129,Alpine,California
"Amador County, California",39752,Amador,California
"Butte County, California",219186,Butte,California
"Calaveras County, California",45905,Calaveras,California
"Colusa County, California",21547,Colusa,California
"Contra Costa County, California",1153526,ContraCosta,California
"Del Norte County, California",27812,DelNorte,California
"El Dorado County, California",192843,ElDorado,California
"Fresno County, California",999101,Fresno,California
"Glenn County, California",28393,Glenn,California
"Humboldt County, California",135558,Humboldt,California
"Imperial County, California",181215,Imperial,California
"Inyo County, California",18039,Inyo,California
"Kern County, California",900202,Kern,California
"Kings County, California",152940,Kings,California
"Lake County, California",64386,Lake,California
"Lassen County, California",30573,Lassen,California
"Los Angeles County, California",10039107,LosAngeles,California
"Madera County, California",157327,Madera,California
"Marin County, California",258826,Marin,California
"Mariposa County, California",17203,Mariposa,California
"Mendocino County, California",86749,Mendocino,California
"Merced County, California",277680,Merced,California
"Modoc County, California",8841,Modoc,California
"Mono County, California",14444,Mono,California
"Monterey County, California",434061,Monterey,California
"Napa County, California",137744,Napa,California
"Nevada County, California",99755,Nevada,California
"Orange County, California",3175692,Orange,California
"Placer County, California",398329,Placer,California
"Plumas County, California",18807,Plumas,California
"Riverside County, California",2470546,Riverside,California
"Sacramento County, California",1552058,Sacramento,California
"San Benito County, California",62808,SanBenito,California
"San Bernardino County, California",2180085,SanBernardino,California
"San Diego County, California",3338330,SanDiego,California
"San Francisco County, California",881549,SanFrancisco,California
"San Joaquin County, California",762148,SanJoaquin,California
"San Luis Obispo County, California",283111,SanLuisObispo,California
"San Mateo County, California",766573,SanMateo,California
"Santa Barbara County, California",446499,SantaBarbara,California
"Santa Clara County, California",1927852,SantaClara,California
"Santa Cruz County, California",273213,SantaCruz,California
"Shasta County, California",180080,Shasta,California
"Sierra County, California",3005,Sierra,California
"Siskiyou County, California",43539,Siskiyou,California
"Solano County, California",447643,Solano,California
"Sonoma County, California",494336,Sonoma,California
"Stanislaus County, California",550660,Stanislaus,California
"Sutter County, California",96971,Sutter,California
"Tehama County, California",65084,Tehama,California
"Trinity County, California",12285,Trinity,California
"Tulare County, California",466195,Tulare,California
"Tuolumne County, California",54478,Tuolumne,California
"Ventura County, California",846006,Ventura,California
"Yolo County, California",220500,Yolo,California
"Yuba County, California",78668,Yuba,California
"Adams County, Colorado",517421,Adams,Colorado
"Alamosa County, Colorado",16233,Alamosa,Colorado
"Arapahoe County, Colorado",656590,Arapahoe,Colorado
"Archuleta County, Colorado",14029,Archuleta,Colorado
"Baca County, Colorado",3581,Baca,Colorado
"Bent County, Colorado",5577,Bent,Colorado
"Boulder County, Colorado",326196,Boulder,Colorado
"Broomfield County, Colorado",70465,Broomfield,Colorado
"Chaffee County, Colorado",20356,Chaffee,Colorado
"Cheyenne County, Colorado",1831,Cheyenne,Colorado
"Clear Creek County, Colorado",9700,ClearCreek,Colorado
"Conejos County, Colorado",8205,Conejos,Colorado
"Costilla County, Colorado",3887,Costilla,Colorado
"Crowley County, Colorado",6061,Crowley,Colorado
"Custer County, Colorado",5068,Custer,Colorado
"Delta County, Colorado",31162,Delta,Colorado
"Denver County, Colorado",727211,Denver,Colorado
"Dolores County, Colorado",2055,Dolores,Colorado
"Douglas County, Colorado",351154,Douglas,Colorado
"Eagle County, Colorado",55127,Eagle,Colorado
"Elbert County, Colorado",26729,Elbert,Colorado
"El Paso County, Colorado",720403,ElPaso,Colorado
"Fremont County, Colorado",47839,Fremont,Colorado
"Garfield County, Colorado",60061,Garfield,Colorado
"Gilpin County, Colorado",6243,Gilpin,Colorado
"Grand County, Colorado",15734,Grand,Colorado
"Gunnison County, Colorado",17462,Gunnison,Colorado
"Hinsdale County, Colorado",820,Hinsdale,Colorado
"Huerfano County, Colorado",6897,Huerfano,Colorado
"Jackson County, Colorado",1392,Jackson,Colorado
"Jefferson County, Colorado",582881,Jefferson,Colorado
"Kiowa County, Colorado",1406,Kiowa,Colorado
"Kit Carson County, Colorado",7097,KitCarson,Colorado
"Lake County, Colorado",8127,Lake,Colorado
"La Plata County, Colorado",56221,LaPlata,Colorado
"Larimer County, Colorado",356899,Larimer,Colorado
"Las Animas County, Colorado",14506,LasAnimas,Colorado
"Lincoln County, Colorado",5701,Lincoln,Colorado
"Logan County, Colorado",22409,Logan,Colorado
"Mesa County, Colorado",154210,Mesa,Colorado
"Mineral County, Colorado",769,Mineral,Colorado
"Moffat County, Colorado",13283,Moffat,Colorado
"Montezuma County, Colorado",26183,Montezuma,Colorado
"Montrose County, Colorado",42758,Montrose,Colorado
"Morgan County, Colorado",29068,Morgan,Colorado
"Otero County, Colorado",18278,Otero,Colorado
"Ouray County, Colorado",4952,Ouray,Colorado
"Park County, Colorado",18845,Park,Colorado
"Phillips County, Colorado",4265,Phillips,Colorado
"Pitkin County, Colorado",17767,Pitkin,Colorado
"Prowers County, Colorado",12172,Prowers,Colorado
"Pueblo County, Colorado",168424,Pueblo,Colorado
"Rio Blanco County, Colorado",6324,RioBlanco,Colorado
"Rio Grande County, Colorado",11267,RioGrande,Colorado
"Routt County, Colorado",25638,Routt,Colorado
"Saguache County, Colorado",6824,Saguache,Colorado
"San Juan County, Colorado",728,SanJuan,Colorado
"San Miguel County, Colorado",8179,SanMiguel,Colorado
"Sedgwick County, Colorado",2248,Sedgwick,Colorado
"Summit County, Colorado",31011,Summit,Colorado
"Teller County, Colorado",25388,Teller,Colorado
"Washington County, Colorado",4908,Washington,Colorado
"Weld County, Colorado",324492,Weld,Colorado
"Yuma County, Colorado",10019,Yuma,Colorado
"Fairfield County, Connecticut",943332,Fairfield,Connecticut
"Hartford County, Connecticut",891720,Hartford,Connecticut
"Litchfield County, Connecticut",180333,Litchfield,Connecticut
"Middlesex County, Connecticut",162436,Middlesex,Connecticut
"New Haven County, Connecticut",854757,NewHaven,Connecticut
"New London County, Connecticut",265206,NewLondon,Connecticut
"Tolland County, Connecticut",150721,Tolland,Connecticut
"Windham County, Connecticut",116782,Windham,Connecticut
"Kent County, Delaware",180786,Kent,Delaware
"New Castle County, Delaware",558753,NewCastle,Delaware
"Sussex County, Delaware",234225,Sussex,Delaware
"District of Columbia, District of Columbia",705749,#VALUE!,DistrictofColumbia
"Alachua County, Florida",269043,Alachua,Florida
"Baker County, Florida",29210,Baker,Florida
"Bay County, Florida",174705,Bay,Florida
"Bradford County, Florida",28201,Bradford,Florida
"Brevard County, Florida",601942,Brevard,Florida
"Broward County, Florida",1952778,Broward,Florida
"Calhoun County, Florida",14105,Calhoun,Florida
"Charlotte County, Florida",188910,Charlotte,Florida
"Citrus County, Florida",149657,Citrus,Florida
"Clay County, Florida",219252,Clay,Florida
"Collier County, Florida",384902,Collier,Florida
"Columbia County, Florida",71686,Columbia,Florida
"DeSoto County, Florida",38001,DeSoto,Florida
"Dixie County, Florida",16826,Dixie,Florida
"Duval County, Florida",957755,Duval,Florida
"Escambia County, Florida",318316,Escambia,Florida
"Flagler County, Florida",115081,Flagler,Florida
"Franklin County, Florida",12125,Franklin,Florida
"Gadsden County, Florida",45660,Gadsden,Florida
"Gilchrist County, Florida",18582,Gilchrist,Florida
"Glades County, Florida",13811,Glades,Florida
"Gulf County, Florida",13639,Gulf,Florida
"Hamilton County, Florida",14428,Hamilton,Florida
"Hardee County, Florida",26937,Hardee,Florida
"Hendry County, Florida",42022,Hendry,Florida
"Hernando County, Florida",193920,Hernando,Florida
"Highlands County, Florida",106221,Highlands,Florida
"Hillsborough County, Florida",1471968,Hillsborough,Florida
"Holmes County, Florida",19617,Holmes,Florida
"Indian River County, Florida",159923,IndianRiver,Florida
"Jackson County, Florida",46414,Jackson,Florida
"Jefferson County, Florida",14246,Jefferson,Florida
"Lafayette County, Florida",8422,Lafayette,Florida
"Lake County, Florida",367118,Lake,Florida
"Lee County, Florida",770577,Lee,Florida
"Leon County, Florida",293582,Leon,Florida
"Levy County, Florida",41503,Levy,Florida
"Liberty County, Florida",8354,Liberty,Florida
"Madison County, Florida",18493,Madison,Florida
"Manatee County, Florida",403253,Manatee,Florida
"Marion County, Florida",365579,Marion,Florida
"Martin County, Florida",161000,Martin,Florida
"Miami-Dade County, Florida",2716940,Miami-Dade,Florida
"Monroe County, Florida",74228,Monroe,Florida
"Nassau County, Florida",88625,Nassau,Florida
"Okaloosa County, Florida",210738,Okaloosa,Florida
"Okeechobee County, Florida",42168,Okeechobee,Florida
"Orange County, Florida",1393452,Orange,Florida
"Osceola County, Florida",375751,Osceola,Florida
"Palm Beach County, Florida",1496770,PalmBeach,Florida
"Pasco County, Florida",553947,Pasco,Florida
"Pinellas County, Florida",974996,Pinellas,Florida
"Polk County, Florida",724777,Polk,Florida
"Putnam County, Florida",74521,Putnam,Florida
"St. Johns County, Florida",264672,St.Johns,Florida
"St. Lucie County, Florida",328297,St.Lucie,Florida
"Santa Rosa County, Florida",184313,SantaRosa,Florida
"Sarasota County, Florida",433742,Sarasota,Florida
"Seminole County, Florida",471826,Seminole,Florida
"Sumter County, Florida",132420,Sumter,Florida
"Suwannee County, Florida",44417,Suwannee,Florida
"Taylor County, Florida",21569,Taylor,Florida
"Union County, Florida",15237,Union,Florida
"Volusia County, Florida",553284,Volusia,Florida
"Wakulla County, Florida",33739,Wakulla,Florida
"Walton County, Florida",74071,Walton,Florida
"Washington County, Florida",25473,Washington,Florida
"Appling County, Georgia",18386,Appling,Georgia
"Atkinson County, Georgia",8165,Atkinson,Georgia
"Bacon County, Georgia",11164,Bacon,Georgia
"Baker County, Georgia",3038,Baker,Georgia
"Baldwin County, Georgia",44890,Baldwin,Georgia
"Banks County, Georgia",19234,Banks,Georgia
"Barrow County, Georgia",83240,Barrow,Georgia
"Bartow County, Georgia",107738,Bartow,Georgia
"Ben Hill County, Georgia",16700,BenHill,Georgia
"Berrien County, Georgia",19397,Berrien,Georgia
"Bibb County, Georgia",153159,Bibb,Georgia
"Bleckley County, Georgia",12873,Bleckley,Georgia
"Brantley County, Georgia",19109,Brantley,Georgia
"Brooks County, Georgia",15457,Brooks,Georgia
"Bryan County, Georgia",39627,Bryan,Georgia
"Bulloch County, Georgia",79608,Bulloch,Georgia
"Burke County, Georgia",22383,Burke,Georgia
"Butts County, Georgia",24936,Butts,Georgia
"Calhoun County, Georgia",6189,Calhoun,Georgia
"Camden County, Georgia",54666,Camden,Georgia
"Candler County, Georgia",10803,Candler,Georgia
"Carroll County, Georgia",119992,Carroll,Georgia
"Catoosa County, Georgia",67580,Catoosa,Georgia
"Charlton County, Georgia",13392,Charlton,Georgia
"Chatham County, Georgia",289430,Chatham,Georgia
"Chattahoochee County, Georgia",10907,Chattahoochee,Georgia
"Chattooga County, Georgia",24789,Chattooga,Georgia
"Cherokee County, Georgia",258773,Cherokee,Georgia
"Clarke County, Georgia",128331,Clarke,Georgia
"Clay County, Georgia",2834,Clay,Georgia
"Clayton County, Georgia",292256,Clayton,Georgia
"Clinch County, Georgia",6618,Clinch,Georgia
"Cobb County, Georgia",760141,Cobb,Georgia
"Coffee County, Georgia",43273,Coffee,Georgia
"Colquitt County, Georgia",45600,Colquitt,Georgia
"Columbia County, Georgia",156714,Columbia,Georgia
"Cook County, Georgia",17270,Cook,Georgia
"Coweta County, Georgia",148509,Coweta,Georgia
"Crawford County, Georgia",12404,Crawford,Georgia
"Crisp County, Georgia",22372,Crisp,Georgia
"Dade County, Georgia",16116,Dade,Georgia
"Dawson County, Georgia",26108,Dawson,Georgia
"Decatur County, Georgia",26404,Decatur,Georgia
"DeKalb County, Georgia",759297,DeKalb,Georgia
"Dodge County, Georgia",20605,Dodge,Georgia
"Dooly County, Georgia",13390,Dooly,Georgia
"Dougherty County, Georgia",87956,Dougherty,Georgia
"Douglas County, Georgia",146343,Douglas,Georgia
"Early County, Georgia",10190,Early,Georgia
"Echols County, Georgia",4006,Echols,Georgia
"Effingham County, Georgia",64296,Effingham,Georgia
"Elbert County, Georgia",19194,Elbert,Georgia
"Emanuel County, Georgia",22646,Emanuel,Georgia
"Evans County, Georgia",10654,Evans,Georgia
"Fannin County, Georgia",26188,Fannin,Georgia
"Fayette County, Georgia",114421,Fayette,Georgia
"Floyd County, Georgia",98498,Floyd,Georgia
"Forsyth County, Georgia",244252,Forsyth,Georgia
"Franklin County, Georgia",23349,Franklin,Georgia
"Fulton County, Georgia",1063937,Fulton,Georgia
"Gilmer County, Georgia",31369,Gilmer,Georgia
"Glascock County, Georgia",2971,Glascock,Georgia
"Glynn County, Georgia",85292,Glynn,Georgia
"Gordon County, Georgia",57963,Gordon,Georgia
"Grady County, Georgia",24633,Grady,Georgia
"Greene County, Georgia",18324,Greene,Georgia
"Gwinnett County, Georgia",936250,Gwinnett,Georgia
"Habersham County, Georgia",45328,Habersham,Georgia
"Hall County, Georgia",204441,Hall,Georgia
"Hancock County, Georgia",8457,Hancock,Georgia
"Haralson County, Georgia",29792,Haralson,Georgia
"Harris County, Georgia",35236,Harris,Georgia
"Hart County, Georgia",26205,Hart,Georgia
"Heard County, Georgia",11923,Heard,Georgia
"Henry County, Georgia",234561,Henry,Georgia
"Houston County, Georgia",157863,Houston,Georgia
"Irwin County, Georgia",9416,Irwin,Georgia
"Jackson County, Georgia",72977,Jackson,Georgia
"Jasper County, Georgia",14219,Jasper,Georgia
"Jeff Davis County, Georgia",15115,JeffDavis,Georgia
"Jefferson County, Georgia",15362,Jefferson,Georgia
"Jenkins County, Georgia",8676,Jenkins,Georgia
"Johnson County, Georgia",9643,Johnson,Georgia
"Jones County, Georgia",28735,Jones,Georgia
"Lamar County, Georgia",19077,Lamar,Georgia
"Lanier County, Georgia",10423,Lanier,Georgia
"Laurens County, Georgia",47546,Laurens,Georgia
"Lee County, Georgia",29992,Lee,Georgia
"Liberty County, Georgia",61435,Liberty,Georgia
"Lincoln County, Georgia",7921,Lincoln,Georgia
"Long County, Georgia",19559,Long,Georgia
"Lowndes County, Georgia",117406,Lowndes,Georgia
"Lumpkin County, Georgia",33610,Lumpkin,Georgia
"McDuffie County, Georgia",21312,McDuffie,Georgia
"McIntosh County, Georgia",14378,McIntosh,Georgia
"Macon County, Georgia",12947,Macon,Georgia
"Madison County, Georgia",29880,Madison,Georgia
"Marion County, Georgia",8359,Marion,Georgia
"Meriwether County, Georgia",21167,Meriwether,Georgia
"Miller County, Georgia",5718,Miller,Georgia
"Mitchell County, Georgia",21863,Mitchell,Georgia
"Monroe County, Georgia",27578,Monroe,Georgia
"Montgomery County, Georgia",9172,Montgomery,Georgia
"Morgan County, Georgia",19276,Morgan,Georgia
"Murray County, Georgia",40096,Murray,Georgia
"Muscogee County, Georgia",195769,Muscogee,Georgia
"Newton County, Georgia",111744,Newton,Georgia
"Oconee County, Georgia",40280,Oconee,Georgia
"Oglethorpe County, Georgia",15259,Oglethorpe,Georgia
"Paulding County, Georgia",168667,Paulding,Georgia
"Peach County, Georgia",27546,Peach,Georgia
"Pickens County, Georgia",32591,Pickens,Georgia
"Pierce County, Georgia",19465,Pierce,Georgia
"Pike County, Georgia",18962,Pike,Georgia
"Polk County, Georgia",42613,Polk,Georgia
"Pulaski County, Georgia",11137,Pulaski,Georgia
"Putnam County, Georgia",22119,Putnam,Georgia
"Quitman County, Georgia",2299,Quitman,Georgia
"Rabun County, Georgia",17137,Rabun,Georgia
"Randolph County, Georgia",6778,Randolph,Georgia
"Richmond County, Georgia",202518,Richmond,Georgia
"Rockdale County, Georgia",90896,Rockdale,Georgia
"Schley County, Georgia",5257,Schley,Georgia
"Screven County, Georgia",13966,Screven,Georgia
"Seminole County, Georgia",8090,Seminole,Georgia
"Spalding County, Georgia",66703,Spalding,Georgia
"Stephens County, Georgia",25925,Stephens,Georgia
"Stewart County, Georgia",6621,Stewart,Georgia
"Sumter County, Georgia",29524,Sumter,Georgia
"Talbot County, Georgia",6195,Talbot,Georgia
"Taliaferro County, Georgia",1537,Taliaferro,Georgia
"Tattnall County, Georgia",25286,Tattnall,Georgia
"Taylor County, Georgia",8020,Taylor,Georgia
"Telfair County, Georgia",15860,Telfair,Georgia
"Terrell County, Georgia",8531,Terrell,Georgia
"Thomas County, Georgia",44451,Thomas,Georgia
"Tift County, Georgia",40644,Tift,Georgia
"Toombs County, Georgia",26830,Toombs,Georgia
"Towns County, Georgia",12037,Towns,Georgia
"Treutlen County, Georgia",6901,Treutlen,Georgia
"Troup County, Georgia",69922,Troup,Georgia
"Turner County, Georgia",7985,Turner,Georgia
"Twiggs County, Georgia",8120,Twiggs,Georgia
"Union County, Georgia",24511,Union,Georgia
"Upson County, Georgia",26320,Upson,Georgia
"Walker County, Georgia",69761,Walker,Georgia
"Walton County, Georgia",94593,Walton,Georgia
"Ware County, Georgia",35734,Ware,Georgia
"Warren County, Georgia",5254,Warren,Georgia
"Washington County, Georgia",20374,Washington,Georgia
"Wayne County, Georgia",29927,Wayne,Georgia
"Webster County, Georgia",2607,Webster,Georgia
"Wheeler County, Georgia",7855,Wheeler,Georgia
"White County, Georgia",30798,White,Georgia
"Whitfield County, Georgia",104628,Whitfield,Georgia
"Wilcox County, Georgia",8635,Wilcox,Georgia
"Wilkes County, Georgia",9777,Wilkes,Georgia
"Wilkinson County, Georgia",8954,Wilkinson,Georgia
"Worth County, Georgia",20247,Worth,Georgia
"Hawaii County, Hawaii",201513,Hawaii,Hawaii
"Honolulu County, Hawaii",974563,Honolulu,Hawaii
"Kalawao County, Hawaii",86,Kalawao,Hawaii
"Kauai County, Hawaii",72293,Kauai,Hawaii
"Maui County, Hawaii",167417,Maui,Hawaii
"Ada County, Idaho",481587,Ada,Idaho
"Adams County, Idaho",4294,Adams,Idaho
"Bannock County, Idaho",87808,Bannock,Idaho
"Bear Lake County, Idaho",6125,BearLake,Idaho
"Benewah County, Idaho",9298,Benewah,Idaho
"Bingham County, Idaho",46811,Bingham,Idaho
"Blaine County, Idaho",23021,Blaine,Idaho
